"","X","id","pname","gender","fname","canonical_fname","oname","born_on_year","begin_on_year","begin_on_month","begin_on_day","end_on_year","end_on_month","end_on_day","nationality"
"1156",11302,9149,"Thérèse Merat-Pedroletti",1,"Messenger","Second Division","Duplicating & Multigraph Service",1897,1931,9,7,1931,9,29,"Swiss"
"1157",11303,9149,"Thérèse Merat-Pedroletti",1,"Messenger","Second Division","Duplicating & Multigraph Service",1897,1932,2,2,1932,2,14,"Swiss"
"1158",11304,9149,"Thérèse Merat-Pedroletti",1,"Messenger","Second Division","Duplicating & Multigraph Service",1897,1932,9,26,1932,10,17,"Swiss"
"1159",11305,9149,"Thérèse Merat-Pedroletti",1,"Sorter","Third Division","Duplicating & Multigraph Service",1897,1933,9,25,1933,10,11,"Swiss"
"1160",11306,11047,"Dora Hallas Rawcliffe",1,"Shorthand Typist","Second Division","Pool",1908,1931,9,7,1931,9,28,"British"
"1161",11307,11047,"Dora Hallas Rawcliffe",1,"Shorthand Typist","Second Division","Pool",1908,1932,1,4,1933,9,12,"British"
"1162",11308,9151,"Louis Egger",0,"Driver","Third Division","Auxiliary Staff",1893,1925,9,7,NA,NA,NA,"Swiss"
"1163",11309,9151,"Louis Egger",0,"Driver","Third Division","Auxiliary Staff",1893,1925,9,28,1926,3,7,"Swiss"
"1164",11310,9151,"Louis Egger",0,"Driver","Third Division","Auxiliary Staff",1893,1926,3,8,NA,NA,NA,"Swiss"
"1165",11311,9151,"Louis Egger",0,"Driver","Third Division","Auxiliary Staff",1893,1926,9,1,NA,NA,NA,"Swiss"
"1166",11312,9151,"Louis Egger",0,"Driver","Third Division","Auxiliary Staff",1893,1927,9,5,1927,9,27,"Swiss"
"1167",11313,9151,"Louis Egger",0,"Driver","Third Division","Auxiliary Staff",1893,1927,11,30,1927,12,12,"Swiss"
"1168",11314,9151,"Louis Egger",0,"Driver","Third Division","Auxiliary Staff",1893,1928,9,3,1928,9,25,"Swiss"
"1169",11315,9151,"Louis Egger",0,"Driver","Third Division","Auxiliary Staff",1893,1930,1,13,1930,1,16,"Swiss"
"1170",11316,9151,"Louis Egger",0,"Driver","Third Division","Economic Conference",1893,1927,5,4,NA,NA,NA,"Swiss"
"1171",11318,9153,"Marguerite Mercier",1,"Messenger","Second Division","Duplicating & Multigraph Service",1908,1924,9,1,NA,NA,NA,"Swiss"
"1172",11319,10429,"Doreen Swallow",1,"Shorthand Typist","Second Division","Pool",NA,1921,9,3,NA,NA,NA,"British"
"1173",11320,9155,"Claire David",1,"Messenger","Second Division","Auxiliary Staff",1913,1929,4,15,1929,5,25,"French"
"1174",11321,10816,"Doris Nellie Allen",1,"Copyist","Second Division","Pool",1905,1927,5,4,1927,5,31,"British"
"1175",11322,9156,"Ernest Kaiser ",0,"Clerk","Second Division","Internal Control",1907,1931,6,15,1941,9,30,"Swiss"
"1176",11323,9157,"Paul David",0,"Usher","Third Division","Auxiliary Staff",1923,1946,4,5,1946,4,18,"Swiss"
"1177",11324,9158,"Fernand  Callendrier",0,"Packer","Third Division","Distribution of Documents",1903,1936,2,3,1936,7,10,"French"
"1178",11325,9159,"Cécile  Merkli",1,"Sorter","Third Division","Duplicating & Multigraph Service",1907,1933,9,25,1933,10,11,"Swiss"
"1179",11326,9159,"Cécile  Merkli",1,"Sorter","Third Division","Duplicating & Multigraph Service",1907,1934,9,10,1934,9,27,"Swiss"
"1180",11328,9161,"Mr. Alfred Isch",0,"Cyclist","Third Division","Auxiliary Staff",1905,1926,9,6,1926,10,1,"Swiss"
"1181",11329,9161,"Mr. Alfred Isch",0,"Messenger","Second Division","Auxiliary Staff",1905,1926,10,1,1930,1,1,"Swiss"
"1182",11330,9161,"Mr. Alfred Isch",0,"Clerk","Second Division","Internal Administration",1905,1930,1,1,1935,11,1,"Swiss"
"1183",11331,9161,"Mr. Alfred Isch",0,"Clerk","Second Division","Internal Administration",1905,1935,11,1,1940,8,31,"Swiss"
"1184",11334,10816,"Doris Nellie Allen",1,"Copyist","Second Division","Pool",1905,1927,9,5,1927,9,27,"British"
"1185",11335,10816,"Doris Nellie Allen",1,"Copyist","Second Division","Pool",1905,1928,9,3,1928,9,23,"British"
"1186",11336,9165,"Gilberte Marie Eugénie Callier",1,"Translator","First Division","Précis-Writing Department",1904,1932,19,18,1932,11,12,"French"
"1187",11337,10816,"Doris Nellie Allen",1,"Copyist","Second Division","Pool",1905,1929,9,2,1929,9,21,"British"
"1188",11338,9166,"Yvonne Marie Francoise Marguerite David",1,"Clerk","Second Division","Library",1905,1936,5,18,1940,5,17,"French"
"1189",11339,9167,"Magnus Caluori",0,"Cleaner","Third Division","Auxiliary Staff",1909,1937,9,20,1937,10,5,"Swiss"
"1190",11340,9168,"Georges Kaiser",0,"Messenger","Second Division","Auxiliary Staff",1912,1935,11,18,1941,1,31,"Swiss"
"1191",11341,10664,"Dorothea Weger",1,"Shorthand Typist","Second Division","Pool",1892,1932,9,26,1932,10,14,"British"
"1192",11346,10664,"Dorothea Weger",1,"Shorthand Typist","Second Division","Pool",1892,1933,9,25,1934,9,28,"British"
"1193",11349,9173,"Héléne Kalt",1,"Clerk","Second Division","Economic and Financial Section",1905,1929,10,16,1930,8,31,"Swiss"
"1194",11350,9175,"Ernest Bachmann",0,"Office Keeper","Third Division","Auxiliary Staff",1883,1932,18,1,1932,17,10,"Swiss"
"1195",11351,9176,"Alfred Lewis Davies",0,"Précis Writer","First Division","Council",NA,1928,12,8,1928,12,16,"British"
"1196",11353,9179,"Marthe Merkli",1,"Messenger","Second Division","Duplicating & Multigraph Service",1897,1925,6,10,1925,6,18,"Swiss"
"1197",11354,9179,"Marthe Merkli",1,"Messenger","Second Division","Duplicating & Multigraph Service",1897,1925,9,7,NA,NA,NA,"Swiss"
"1198",11355,9179,"Marthe Merkli",1,"Messenger","Second Division","Duplicating & Multigraph Service",1897,1926,8,30,1926,9,26,"Swiss"
"1199",11356,9179,"Marthe Merkli",1,"Messenger","Second Division","Duplicating & Multigraph Service",1897,1926,10,14,1926,11,30,"Swiss"
"1200",11357,9179,"Marthe Merkli",1,"Messenger","Second Division","Duplicating & Multigraph Service",1897,1927,4,28,1927,5,28,"Swiss"
"1201",11358,9179,"Marthe Merkli",1,"Messenger","Second Division","Duplicating & Multigraph Service",1897,1927,8,23,1927,9,27,"Swiss"
"1202",11359,9179,"Marthe Merkli",1,"Messenger","Second Division","Duplicating & Multigraph Service",1897,1927,11,28,1927,12,12,"Swiss"
"1203",11360,9179,"Marthe Merkli",1,"Messenger","Second Division","Duplicating & Multigraph Service",1897,1928,2,20,1928,3,24,"Swiss"
"1204",11361,9179,"Marthe Merkli",1,"Messenger","Second Division","Duplicating & Multigraph Service",1897,1928,6,27,1928,7,11,"Swiss"
"1205",11362,9179,"Marthe Merkli",1,"Messenger","Second Division","Duplicating & Multigraph Service",1897,1928,8,30,1928,9,26,"Swiss"
"1206",11363,9179,"Marthe Merkli",1,"Messenger","Second Division","Duplicating & Multigraph Service",1897,1928,11,26,1928,12,17,"Swiss"
"1207",11364,9179,"Marthe Merkli",1,"Messenger","Second Division","Duplicating & Multigraph Service",1897,1929,3,4,1929,3,9,"Swiss"
"1208",11365,9179,"Marthe Merkli",1,"Messenger","Second Division","Duplicating & Multigraph Service",1897,1929,9,2,1929,9,25,"Swiss"
"1209",11366,9179,"Marthe Merkli",1,"Messenger","Second Division","Duplicating & Multigraph Service",1897,1930,1,13,1930,1,18,"Swiss"
"1210",11367,9179,"Marthe Merkli",1,"Messenger","Second Division","Duplicating & Multigraph Service",1897,1930,2,17,1930,3,24,"Swiss"
"1211",11368,9179,"Marthe Merkli",1,"Messenger","Second Division","Duplicating & Multigraph Service",1897,1930,9,10,1930,10,5,"Swiss"
"1212",11369,9179,"Marthe Merkli",1,"Messenger","Second Division","Duplicating & Multigraph Service",1897,1930,11,6,1930,12,9,"Swiss"
"1213",11370,9179,"Marthe Merkli",1,"Messenger","Second Division","Duplicating & Multigraph Service",1897,1931,9,7,1931,9,27,"Swiss"
"1214",11371,9179,"Marthe Merkli",1,"Messenger","Second Division","Duplicating & Multigraph Service",1897,1932,2,2,1932,3,25,"Swiss"
"1215",11372,9181,"Fritz Bachmann",0,"Office Keeper","Third Division","Auxiliary Staff",1885,1920,10,31,1940,1,31,"Swiss"
"1216",11373,10664,"Dorothea Weger",1,"Shorthand Typist","Second Division","Pool",1892,1935,7,22,1935,12,7,"British"
"1217",11374,10664,"Dorothea Weger",1,"Shorthand Typist","Second Division","Pool",1892,1936,4,15,1936,7,31,"British"
"1218",11375,9184,"Charles Kaltenrieder",0,"Gardener","Third Division","Auxiliary Staff",1906,1937,10,1,1940,2,29,"Swiss"
"1219",11378,9187,"Mr. Hans Isch",0,"Accountant","Second Division","Financial Section & Economic Intelligence Service",1900,1920,12,16,1925,2,15,"Swiss"
"1220",11380,9189,"Maria Bachmann",1,"Cleaner","Third Division","Auxiliary Staff",1885,1921,9,5,1921,NA,NA,"Swiss"
"1221",11381,9189,"Maria Bachmann",1,"Cleaner","Third Division","Auxiliary Staff",1885,1922,NA,NA,1922,NA,NA,"Swiss"
"1222",11382,9189,"Maria Bachmann",1,"Cleaner","Third Division","Auxiliary Staff",1885,1923,NA,NA,1923,NA,NA,"Swiss"
"1223",11383,9189,"Maria Bachmann",1,"Cleaner","Third Division","Auxiliary Staff",1885,1924,NA,NA,1924,NA,NA,"Swiss"
"1224",11384,9189,"Maria Bachmann",1,"Cleaner","Third Division","Auxiliary Staff",1885,1925,NA,NA,1925,NA,NA,"Swiss"
"1225",11385,9189,"Maria Bachmann",1,"Cleaner","Third Division","Auxiliary Staff",1885,1926,NA,NA,1926,NA,NA,"Swiss"
"1226",11386,9189,"Maria Bachmann",1,"Cleaner","Third Division","Auxiliary Staff",1885,1927,NA,NA,1927,NA,NA,"Swiss"
"1227",11387,9189,"Maria Bachmann",1,"Cleaner","Third Division","Auxiliary Staff",1885,1928,NA,NA,1928,NA,NA,"Swiss"
"1228",11388,9189,"Maria Bachmann",1,"Cleaner","Third Division","Auxiliary Staff",1885,1929,NA,NA,1929,NA,NA,"Swiss"
"1229",11389,9189,"Maria Bachmann",1,"Cleaner","Third Division","Auxiliary Staff",1885,1930,NA,NA,1930,NA,NA,"Swiss"
"1230",11390,9189,"Maria Bachmann",1,"Cleaner","Third Division","Auxiliary Staff",1885,1931,NA,NA,1931,21,9,"Swiss"
"1231",11391,9190,"Georges Eggimann",0,"Messenger","Second Division","Distribution of Documents",1905,1925,8,31,1925,9,27,"Swiss"
"1232",11392,9190,"Georges Eggimann",0,"Messenger","Second Division","Distribution of Documents",1905,1925,10,12,1926,10,11,"Swiss"
"1233",11393,9190,"Georges Eggimann",0,"Clerk","Second Division","Auxiliary Staff",1905,1926,10,12,1940,5,17,"Swiss"
"1234",11394,10664,"Dorothea Weger",1,"Shorthand Typist","Second Division","Pool",1892,1938,7,12,1938,7,30,"British"
"1235",11395,9191,"Georges Kaminker",0,"Interpreter","Interpreter","United Nations",NA,NA,NA,NA,1946,NA,NA,"French"
"1236",11396,9191,"Georges Kaminker",0,"Interpreter","Interpreter","United Nations",NA,1946,NA,NA,NA,NA,NA,"French"
"1237",11397,9193,"Mrs. Yvonne Isch",1,"Messenger","Second Division","Duplicating & Multigraph Service",1901,1930,2,17,1930,3,24,"Swiss"
"1238",11398,9193,"Mrs. Yvonne Isch",1,"Messenger","Second Division","Duplicating & Multigraph Service",1901,1930,4,29,NA,NA,NA,"Swiss"
"1239",11399,9814,"Dorothy  Pratt née Trowell",1,"Copyist","Second Division","Pool",NA,1922,8,28,NA,NA,NA,"British"
"1240",11400,9195,"Charles Meroni",0,"Messenger","Second Division","Information Section",1902,1927,4,4,1927,5,23,"Swiss"
"1241",11402,9197,"Louis Daviet",0,"Cleaner","Third Division","Auxiliary Staff",1917,1935,11,18,1939,9,2,"Swiss"
"1242",11403,9198,"Hermann Messerli",0,"Messenger","Second Division","Auxiliary Staff",1902,1927,3,28,1927,5,8,"Swiss"
"1243",11405,9814,"Dorothy  Pratt née Trowell",1,"Copyist","Second Division","Pool",NA,1923,9,3,NA,NA,NA,"British"
"1244",11406,9201,"Dorothy Isherwood",1,"Indexer","Second Division","Registry",1906,1927,12,12,1928,7,31,"British"
"1245",11407,9202,"Rolf Bachmann",0,"Draughtsman","Third Division","Publications Service",1911,1923,8,3,1923,8,23,"Swiss"
"1246",11408,9202,"Rolf Bachmann",0,"Draughtsman","Third Division","Publications Service",1911,1933,5,20,1933,6,2,"Swiss"
"1247",11409,9203,"Renée Messerli",1,"Assistant","Second Division","Library",1906,1929,11,25,1929,12,24,"Swiss"
"1248",11410,9203,"Renée Messerli",1,"Copyist","Second Division","Personnel Office",1906,1930,1,15,1930,4,15,"Swiss"
"1249",11411,8837,"Dorothy Bransom  Griffiths",1,"Shorthand Typist","Second Division","Pool",1896,1929,9,2,1929,9,25,"British"
"1250",11412,9205,"Jean Karlen",0,"Gardener","Third Division","Auxiliary Staff",1877,1934,4,1,1944,10,31,"Swiss"
"1251",11414,10034,"Dorothy Jacobs",1,"Shorthand Typist","Second Division","Pool",NA,1920,10,11,1920,12,18,"British"
"1252",11415,9208,"Mr. Jakob Isler",0,"Cleaner","Third Division","Auxiliary Staff",1899,1920,11,1,1928,8,15,"Swiss"
"1253",11416,9209,"Doris Eva Karmin ",1,"Clerk","Second Division","Financial Section & Economic Intelligence Service",1913,1935,1,2,1938,1,7,"Swiss"
"1254",11417,8779,"Dorothy Annie Goodall",1,"Shorthand Typist","Second Division","Communications and Transit Section",1899,1923,8,13,1935,1,23,"British"
"1255",11418,8780,"Kathleen Mary Goode",1,"Shorthand Typist","Second Division","Disarmament Section",1896,1923,4,19,1927,5,5,"British"
"1256",11419,10249,"Dorothy Jane Siebert",1,"Shorthand Typist","Second Division","Pool",1899,1930,8,1,1931,7,23,"British"
"1257",11420,9212,"Renée Marguerite Cambassedes",1,"Copyist","Second Division","Disarmement Conference",1909,1930,11,6,NA,NA,NA,"Swiss"
"1258",11421,8780,"Kathleen Mary Goode",1,"Shorthand Typist","Second Division","Disarmament Section",1896,1930,9,10,1930,10,4,"British"
"1259",11422,9215,"Célina Katchatouroff-Lacroix",1,"Telephonist","Third Division","Auxiliary Staff",1881,1920,11,8,1931,12,31,"Swiss"
"1260",11423,9216,"Jeanne Eggimann",1,"Messenger","Second Division","Duplicating & Multigraph Service",1908,1924,7,1,1929,11,30,"Swiss"
"1261",11424,9216,"Jeanne Eggimann",1,"Clerk","Second Division","Duplicating & Multigraph Service",1908,1929,12,1,1940,11,30,"Swiss"
"1262",11425,9216,"Jeanne Eggimann",1,"Clerk","Second Division","Duplicating & Multigraph Service",1908,1946,1,NA,1946,7,NA,"Swiss"
"1263",11426,9217,"Julie Camenzind",1,"Tea Messenger","Third Division","Auxiliary Staff",1883,1927,1,1,1927,2,24,"Swiss"
"1264",11427,9217,"Julie Camenzind",1,"Tea Messenger","Third Division","Auxiliary Staff",1883,1928,3,27,1928,7,31,"Swiss"
"1265",11429,10725,"Dorothy Jobson",1,"Shorthand Typist","Second Division","Pool",1898,1922,8,25,1924,4,20,"British"
"1266",11431,9221,"Casimir Antoine Kaufmann",0,"Clerk","Second Division","Refugee Section",1896,1930,1,22,1931,3,15,"Swiss"
"1267",11432,9221,"Casimir Antoine Kaufmann",0,"Clerk","Second Division","Staff Pensions Fund",1896,1931,3,15,1935,NA,NA,"Swiss"
"1268",11433,9221,"Casimir Antoine Kaufmann",0,"Clerk","Second Division","Treasury",1896,1935,2,4,1939,3,31,"Swiss"
"1269",11434,10690,"Dorothy Mary White",1,"Shorthand Typist","Second Division","Pool",1900,1925,4,6,1928,5,2,"British"
"1270",11436,9225,"Yvonne Andrée Eggimann, née Ackermann",1,"Messenger","Second Division","Distribution of Documents",1907,1922,9,1,1924,12,31,"Swiss"
"1271",11437,9225,"Yvonne Andrée Eggimann, née Ackermann",1,"Clerk","Second Division","Distribution of Documents",1907,1925,1,1,1940,11,30,"Swiss"
"1272",11438,9225,"Yvonne Andrée Eggimann, née Ackermann",1,"Clerk","Second Division","Distribution of Documents",1907,1946,4,5,1946,4,18,"Swiss"
"1273",11440,10690,"Dorothy Mary White",1,"Senior Assistant","First Division","Pool",1900,1934,1,1,1940,5,17,"British"
"1274",11442,10210,"Dorothy May  Sears née Grace",1,"Shorthand Typist","Second Division","Pool",1906,1935,8,15,1938,8,15,"British"
"1275",11444,11056,"Dorothy Rayner",1,"Shorthand Typist","Second Division","Pool",1897,1922,8,1,1923,4,15,"British"
"1276",11448,9233,"Charles Watson Dawson",0,"Verbatim Reporter","Second Division","Conference on the Control of International Trade",1892,1925,5,3,1926,5,11,"British"
"1277",11449,9233,"Charles Watson Dawson",0,"Verbatim Reporter","Second Division","Disarmement Conference",1892,1926,5,11,1926,8,1,"British"
"1278",11450,10335,"Dorothy Startin",1,"Shorthand Typist","Second Division","Pool",1896,1929,9,2,1929,11,30,"British"
"1279",11451,9233,"Charles Watson Dawson",0,"Verbatim Reporter","Second Division","Disarmament Section",1892,1926,9,27,1926,11,9,"British"
"1280",11452,9233,"Charles Watson Dawson",0,"Verbatim Reporter","Second Division","Disarmament Section",1892,1926,11,28,1927,3,5,"British"
"1281",11453,9233,"Charles Watson Dawson",0,"Verbatim Reporter","Second Division","Disarmament Section",1892,1927,3,5,1927,4,28,"British"
"1282",11454,9233,"Charles Watson Dawson",0,"Verbatim Reporter","Second Division","Economic Conference",1892,1927,4,28,1927,8,23,"British"
"1283",11455,9233,"Charles Watson Dawson",0,"Verbatim Reporter","Second Division","Transit Conference",1892,1927,8,23,1927,9,5,"British"
"1284",11456,10335,"Dorothy Startin",1,"Shorthand Typist","Second Division","Pool",1896,1930,3,10,1930,11,30,"British"
"1285",11457,9233,"Charles Watson Dawson",0,"Verbatim Reporter","Second Division","Disarmament Section",1892,1928,3,15,1928,6,20,"British"
"1286",11458,10335,"Dorothy Startin",1,"Shorthand Typist","Second Division","Pool",1896,1931,6,15,1931,6,30,"British"
"1287",11459,10335,"Dorothy Startin",1,"Shorthand Typist","Second Division","Pool",1896,1932,2,2,1932,10,14,"British"
"1288",11460,9233,"Charles Watson Dawson",0,"Verbatim Reporter","Second Division","Conference on Counterfeiting Currency",1892,1929,4,15,1929,8,26,"British"
"1289",11461,9233,"Charles Watson Dawson",0,"Verbatim Reporter","Second Division","Conference for the Codification of International Law",1892,1930,2,17,NA,NA,NA,"British"
"1290",11462,9233,"Charles Watson Dawson",0,"Verbatim Reporter","Second Division","Conference for a Customs Truce",1892,1930,2,17,1930,3,30,"British"
"1291",11463,10335,"Dorothy Startin",1,"Shorthand Typist","Second Division","Pool",1896,1934,9,3,1934,9,27,"British"
"1292",11464,10335,"Dorothy Startin",1,"Shorthand Typist","Second Division","Pool",1896,1936,9,28,1936,10,9,"British"
"1293",11465,10335,"Dorothy Startin",1,"Shorthand Typist","Second Division","Pool",1896,1938,9,19,1938,10,31,"British"
"1294",11466,10708,"Dr. Frederick Norman White",0,"Deputy Director","First Division","Health Section",1877,1925,1,1,1929,10,18,"British"
"1295",11467,10708,"Dr. Frederick Norman White",0,"Director","First Division","Health Section",1877,1934,10,11,1934,12,31,"British"
"1296",11468,10708,"Dr. Frederick Norman White",0,"Chief of Section","First Division","Health Section",1877,1920,7,15,1924,12,31,"British"
"1297",11469,10708,"Dr. Frederick Norman White",0,"Director","First Division","Health Section",1877,1929,10,19,1934,9,30,"British"
"1298",11470,9233,"Charles Watson Dawson",0,"Verbatim Reporter","Second Division","Mandates Section",1892,1937,7,30,1937,8,17,"British"
"1299",11471,4986,"Dr. Melville Douglas Mackenzie",0,"Member of Section","First Division","Health Section",1889,1928,3,1,1940,6,20,"British"
"1300",11472,9233,"Charles Watson Dawson",0,"Verbatim Reporter","Second Division","Council",1892,1938,1,26,1938,2,2,"British"
"1301",11473,9233,"Charles Watson Dawson",0,"Verbatim Reporter","Second Division","Economic and Financial Section",1892,1930,4,28,1930,6,21,"British"
"1302",11474,9233,"Charles Watson Dawson",0,"Verbatim Reporter","Second Division","International Conference for the Unification of Laws on Bills of Exchange, Promissary Notes, and Checks",1892,1930,4,28,1930,6,21,"British"
"1303",11475,9233,"Charles Watson Dawson",0,"Verbatim Reporter","Second Division","Nyon Conference",1892,1937,9,10,1937,9,14,"British"
"1304",11476,5035,"Dr. Wallace Ruddell Aykroyd",0,"Member of Section","First Division","Health Section",1899,1931,8,19,1935,5,23,"British"
"1305",11477,8793,"Jeanne Margaret Gould",1,"Shorthand Typist","Second Division","Information Section",1909,1929,2,14,1932,12,31,"British"
"1306",11478,8810,"Dvara Grail-Power",1,"Stenographer","Second Division","Pool",NA,1926,9,1,1926,11,30,"British"
"1307",11479,10235,"E. M.  Shapland",1,"Copyist","Second Division","Pool",NA,1946,4,6,1946,4,18,"British"
"1308",11480,5004,"Edith Jean McDougall",1,"Expert/Specialist","First Division","Health Section",1908,1938,4,1,1938,12,31,"British"
"1309",11481,5004,"Edith Jean McDougall",1,"Specialist","First Division","Health Section",1908,1938,4,1,1938,12,31,"British"
"1310",11482,10760,"Edith Mary Williamson",1,"Shorthand Typist","Second Division","Pool",1902,1927,2,14,1928,5,6,"British"
"1311",11483,9399,"Edith Moss",1,"Copyist","Second Division","Pool",NA,1922,8,28,NA,NA,NA,"British"
"1312",11484,11118,"Edna Maud Rengert",1,"Stenographer","Second Division","Pool",1898,1925,9,7,NA,NA,NA,"British"
"1313",11486,11235,"Edward Thomas Rigden",0,"Proof-Reader","Second Division","Pool",1906,1932,4,11,1932,5,31,"British"
"1314",11487,9238,"Frances Lilian Kaye",1,"Clerk","Second Division","London Office",1900,1923,10,22,1940,11,30,"British"
"1315",11488,9238,"Frances Lilian Kaye",1,"Clerk","Second Division","London Office",1900,1944,8,1,1946,7,31,"British"
"1316",11489,10661,"Eileen Edith Mary Webster née Shanahan",1,"Shorthand Typist","Second Division","Pool",1901,1929,11,1,1939,4,25,"British"
"1317",11490,10786,"Eileen H. L.  Woods",1,"Shorthand Typist","Second Division","General Assemblies Staff",NA,1921,8,30,NA,NA,NA,"British"
"1318",11491,10411,"Eileen Steward",1,"Copyist","Second Division","Pool",NA,1946,4,6,1946,4,18,"British"
"1319",11492,8896,"Elaine MacDonald",1,"Shorthand Typist","Second Division","Political Section",1888,1922,10,1,1931,4,15,"British"
"1320",11493,8896,"Elaine MacDonald",1,"Secretary-Shorthand-Typist","Second Division","Pool",1888,1922,6,20,1922,9,30,"British"
"1321",11494,8896,"Elaine MacDonald",1,"Shorthand Typist","Second Division","Pool",1888,1922,1,10,1922,6,19,"British"
"1322",11495,8923,"Joan McCarogher",1,"Shorthand Typist","Second Division","London Office",NA,1927,10,10,1927,10,30,"British"
"1323",11496,8782,"Elisabeth Annie Goodman",1,"Shorthand Typist","Second Division","Pool",1891,1935,9,16,1935,9,28,"British"
"1324",11497,8782,"Elisabeth Annie Goodman",1,"Shorthand Typist","Second Division","Pool",1891,1936,9,21,1936,10,9,"British"
"1325",11499,9244,"Marguerite Keil",1,"Secretary Stenographer","Second Division","Paris Office",1891,1920,6,1,1940,10,31,"French"
"1326",11500,9244,"Marguerite Keil",1,"Senior Assistant","First Division","Secretary-General's Office",1891,1934,1,15,1940,10,31,"French"
"1327",11501,9245,"Roger Cand",0,"Clerk","Second Division","Distribution of Documents",1907,1929,4,8,1940,8,31,"Swiss"
"1328",11502,9245,"Roger Cand",0,"Clerk","Second Division","Distribution of Documents",1907,1945,7,2,1946,8,31,"Swiss"
"1329",11505,8782,"Elisabeth Annie Goodman",1,"Shorthand Typist","Second Division","Pool",1891,1938,9,19,1938,9,30,"British"
"1330",11506,9740,"Elise Montagu  Kirkpatrick",1,"Shorthand Typist","Second Division","Pool",1908,1936,9,28,1936,10,10,"British"
"1331",11508,9252,"Lina Bachofner",1,"Cleaner","Third Division","Auxiliary Staff",1895,1933,11,1,1934,1,31,"Swiss"
"1332",11509,9252,"Lina Bachofner",1,"Cleaner","Third Division","Auxiliary Staff",1895,1934,10,25,1935,2,1,"Swiss"
"1333",11510,9252,"Lina Bachofner",1,"Cleaner","Third Division","Auxiliary Staff",1895,1935,2,1,1946,7,31,"Swiss"
"1334",11511,9740,"Elise Montagu  Kirkpatrick",1,"Shorthand Typist","Second Division","Pool",1908,1937,9,20,1937,10,2,"British"
"1335",11513,12063,"Elizabeth Annie Cox",1,"Copyist","Second Division","Pool",1897,1920,7,5,1926,7,5,"British"
"1336",11514,8931,"Catherine Turner Mcintyre",1,"Shorthand Typist","Second Division","London Office",1903,1943,1,15,1931,7,15,"British"
"1337",11515,11346,"Elizabeth Brooks",1,"Copyist","Second Division","Pool",NA,1946,4,6,1946,4,18,"British"
"1338",11516,10712,"Elizabeth H. Whitehouse",1,"Stenographer","Second Division","Pool",NA,1922,8,28,NA,NA,NA,"British"
"1339",11517,10756,"Elizabeth Johnston",1,"Shorthand Typist","Second Division","General Assemblies Staff",NA,1921,8,15,NA,NA,NA,"British"
"1340",11518,9263,"Daisy Badel",1,"Clerk","Second Division","Internal Control",1909,1931,4,7,1931,5,22,"Swiss"
"1341",11519,9264,"Hélène Louise Jaccard",1,"Clerk","Second Division","Library",1898,1924,4,14,1939,9,8,"Swiss"
"1342",11520,10326,"Elizabeth Rosalie Stack née Smyth",1,"Shorthand Typist","Second Division","Pool",1900,1923,8,13,1925,6,2,"British"
"1343",11522,9267,"Maria Cristina Cantilo",1,"Secretary","First Division","Intellectual Cooperation and International Bureaux Section",1908,1936,12,7,1938,12,6,"South American"
"1344",11524,9269,"Henriette Jaccard",1,"Cleaner","Third Division","Auxiliary Staff",1916,1936,12,9,1937,7,17,"Swiss"
"1345",11525,8674,"Ellen Blake Geake",1,"Shorthand Typist","Second Division","Pool",1884,1929,9,2,1929,11,30,"British"
"1346",11526,8674,"Ellen Blake Geake",1,"Shorthand Typist","Second Division","Pool",1884,1930,9,10,1930,10,4,"British"
"1347",11527,10279,"Elsie A. Smith",1,"Stenographer","Second Division","Pool",NA,1946,4,6,1946,4,18,"British"
"1348",11530,9273,"Jean-Baptiste Badin",0,"Proof-Reader","Second Division","Transit Conference",1874,1927,11,21,1927,12,3,"French"
"1349",11531,9274,"Charles Emery",0,"Messenger","Second Division","Auxiliary Staff",1915,1936,9,14,1936,10,10,"Swiss"
"1350",11532,9274,"Charles Emery",0,"Messenger","Second Division","Auxiliary Staff",1915,1936,12,10,1936,12,17,"Swiss"
"1351",11533,9274,"Charles Emery",0,"Messenger","Second Division","Auxiliary Staff",1915,1937,1,21,1937,1,27,"Swiss"
"1352",11534,9274,"Charles Emery",0,"Messenger","Second Division","Auxiliary Staff",1915,1937,9,13,1938,12,31,"Swiss"
"1353",11535,9276,"Rachel Keller",1,"Clerk","Second Division","Auxiliary Staff",1904,1936,12,7,1936,12,18,"Swiss"
"1354",11536,9276,"Rachel Keller",1,"Clerk","Second Division","Auxiliary Staff",1904,1937,1,18,1937,1,28,"Swiss"
"1355",11537,9276,"Rachel Keller",1,"Clerk","Second Division","Auxiliary Staff",1904,1937,5,24,1937,6,15,"Swiss"
"1356",11538,9276,"Rachel Keller",1,"Clerk","Second Division","Auxiliary Staff",1904,1937,8,2,1937,9,5,"Swiss"
"1357",11539,9276,"Rachel Keller",1,"Clerk","Second Division","Auxiliary Staff",1904,1937,9,6,1937,10,5,"Swiss"
"1358",11540,9276,"Rachel Keller",1,"Copyist","Second Division","Duplicating & Multigraph Service",1904,1937,4,12,1937,4,30,"Swiss"
"1359",11541,9277,"Pierre André Baechtold",0,"Messenger","Second Division","Information Section",1922,1946,4,7,1946,4,18,"Swiss"
"1360",11542,12033,"Elsie Cooper",1,"Stenographer","Second Division","Pool",1889,1924,11,17,1924,12,31,"British"
