"","X","id","pname","gender","fname","canonical_fname","oname","born_on_year","begin_on_year","begin_on_month","begin_on_day","end_on_year","end_on_month","end_on_day","nationality","fname_code"
"202",11774,9390,"Lionel de Morpurgo",0,"Assistant","Second Division","Internal Administration",NA,1922,8,21,NA,NA,NA,"Italian",4
"203",11775,9860,"F. Geraldine Delf",1,"Member of Section","First Division","Pool",NA,1920,8,14,NA,NA,NA,"English",8
"204",11783,9396,"Louis Mosiman",0,"Driver","Third Division","Auxiliary Staff",1892,1922,9,1,NA,NA,NA,"Swiss",1
"205",11784,9396,"Louis Mosiman",0,"Driver","Third Division","Auxiliary Staff",1892,1923,9,3,NA,NA,NA,"Swiss",1
"206",11788,8645,"Faith Mary Freeman",1,"Shorthand Typist","Second Division","Pool",1888,1920,8,23,NA,NA,NA,"English",4
"207",11790,8569,"Flora Gerald Fermor",1,"Copyist","Second Division","Pool",NA,1922,8,28,NA,NA,NA,"English",2
"208",11791,10627,"Flora Helen Norris Walter",1,"Stenographer","Second Division","Pool",1887,1926,7,21,NA,NA,NA,"English",4
"209",11824,9238,"Frances Lilian Kaye",1,"Stenographer","Second Division","Pool",1900,1924,9,NA,NA,NA,NA,"English",4
"210",11825,9417,"Victor Edward Mulvany",0,"Assistant","Second Division","Distribution of Documents",1899,1922,9,1,NA,NA,NA,"Argentinian",4
"211",11826,9462,"Margaret Stoddart Nelson née Brown",1,"Shorthand Typist","Second Division","Social Questions and Opium Traffic Section",1905,NA,NA,NA,1932,2,29,"English",4
"212",11827,9238,"Frances Lilian Kaye",1,"Stenographer","Second Division","Pool",1900,1926,NA,NA,NA,NA,NA,"English",4
"213",11828,9238,"Frances Lilian Kaye",1,"Stenographer","Second Division","Pool",1900,1927,NA,NA,NA,NA,NA,"English",4
"214",11832,9400,"George Anthony Mostyn",0,"Translator","First Division","General Assemblies Staff",1898,1925,8,31,NA,NA,NA,"English",7
"215",11857,9431,"P.  Musy",1,"Secretary Shorthand-Typist","Second Division","Washington Labour Conference",NA,1919,10,6,NA,NA,NA,"French",4
"216",11859,9433,"Rollo Mugli Myers",0,"Translator","First Division","International Financial Conference",1892,1920,10,1,NA,NA,NA,"English",7
"217",11914,8638,"Geraldine  Francis",1,"Shorthand Typist","Second Division","Pool",NA,1923,7,30,NA,NA,NA,"English",4
"218",11928,9466,"Pierre Neri",0,"Messenger","Second Division","Opium Conference",1890,1924,11,17,NA,NA,NA,"Swiss",3
"219",11936,9471,"John Benjamin Nevill",0,"Précis Writer","First Division","Précis-Writing Department",1895,1925,5,15,1825,7,26,"English",7
"220",11937,8648,"Gertrude Freidman",1,"Stenographer","Second Division","Pool",1888,1921,10,6,NA,NA,NA,"English",4
"221",11944,8648,"Gertrude Freidman",1,"Stenographer","Second Division","General Assemblies Staff",1888,1921,9,1,NA,NA,NA,"English",4
"222",11945,8648,"Gertrude Freidman",1,"Stenographer","Second Division","General Assemblies Staff",1888,1922,9,1,NA,NA,NA,"English",4
"223",11946,8648,"Gertrude Freidman",1,"Stenographer","Second Division","General Assemblies Staff",1888,1923,9,10,NA,NA,NA,"English",4
"224",11947,8648,"Gertrude Freidman",1,"Shorthand Typist","Second Division","Pool",1888,1920,11,16,NA,NA,NA,"English",4
"225",11955,10751,"Gladys Johnson",1,"Shorthand Typist","Second Division","Pool",1887,1921,9,1,NA,NA,NA,"English",4
"226",11958,9481,"Laure Nicolet",1,"Messenger","Second Division","Distribution of Documents",NA,1926,9,4,NA,NA,NA,"",3
"227",11984,9496,"Giula Nuvoloni",1,"Assistant","Second Division","Library",1889,NA,NA,NA,NA,NA,NA,"Italian",4
"228",12005,9504,"Louise Oberle",1,"Messenger","Second Division","Information Section",1903,1923,8,30,NA,NA,NA,"French",3
"229",12006,9504,"Louise Oberle",1,"Messenger","Second Division","Information Section",1903,1923,11,15,NA,NA,NA,"French",3
"230",12007,9504,"Louise Oberle",1,"Messenger","Second Division","Duplicating & Multigraph Service",1903,1923,12,10,NA,NA,NA,"French",3
"231",12021,9511,"Léon Camille Odier",0,"Clerk","Second Division","Distribution of Documents",1903,1925,4,30,NA,NA,NA,"Swiss",4
"232",12022,9511,"Léon Camille Odier",0,"Clerk","Second Division","Distribution of Documents",1903,1925,9,5,NA,NA,NA,"Swiss",4
"233",12027,12099,"Helene Biller",1,"Shorthand Typist","Second Division","General Assemblies Staff",1898,1927,9,5,NA,NA,NA,"English",4
"234",12034,9521,"Marcelle Olivier",1,"Polycopist","Second Division","Duplicating & Multigraph Service",1894,1925,8,24,NA,NA,NA,"Swiss",2
"235",12061,9528,"Gerard O'Rooney",0,"Translator","First Division","Translation",1889,125,8,24,1925,9,29,"English",7
"236",12069,9931,"Henry Dobell",0,"Verbatim Reporter","Second Division","General Assemblies Staff",1875,1920,11,12,NA,NA,NA,"English",4
"237",12070,9931,"Henry Dobell",0,"Verbatim Reporter","Second Division","General Assemblies Staff",1875,1921,8,20,NA,NA,NA,"English",4
"238",12076,9931,"Henry Dobell",0,"Verbatim Reporter","Second Division","General Assemblies Staff",1875,1922,9,2,NA,NA,NA,"English",4
"239",12078,9931,"Henry Dobell",0,"Verbatim Reporter","Second Division","General Assemblies Staff",1875,1923,8,31,NA,NA,NA,"English",4
"240",12079,9931,"Henry Dobell",0,"Verbatim Reporter","Second Division","General Assemblies Staff",1875,1924,8,31,NA,NA,NA,"English",4
"241",12081,9931,"Henry Dobell",0,"Verbatim Reporter","Second Division","General Assemblies Staff",1875,1926,3,7,NA,NA,NA,"English",4
"242",12082,9931,"Henry Dobell",0,"Verbatim Reporter","Second Division","General Assemblies Staff",1875,1925,9,6,NA,NA,NA,"English",4
"243",12085,9536,"Suzanne Otten",1,"Stenographer","Second Division","London Office",NA,1919,12,8,NA,NA,NA,"",4
"244",12086,9537,"M. C.  Owen",1,"Typist","Second Division","Duplicating & Multigraph Service",NA,1920,10,19,NA,NA,NA,"English",4
"245",12090,9539,"Marguerite Jaccoud",1,"Messenger-Clerk","Second Division","Duplicating & Multigraph Service",NA,1923,9,1,NA,NA,NA,"",3
"246",12170,9835,"Irene Florence Redmore  Dealler née Stallard",1,"Stenographer","Second Division","General Assemblies Staff",1895,1925,9,7,NA,NA,NA,"English",4
"247",12171,10646,"Irene May Watson",1,"Shorthand Typist","Second Division","Pool",1892,1926,9,6,NA,NA,NA,"English",4
"248",12181,9639,"Isambard Carlyle  Perrott",0,"Verbatim Reporter","Second Division","General Assemblies Staff",1896,1922,9,2,NA,NA,NA,"English",4
"249",12186,9595,"André Pasche",0,"Messenger","Second Division","Distribution of Documents",NA,1923,8,29,NA,NA,NA,"",3
"250",12187,9639,"Isambard Carlyle  Perrott",0,"Verbatim Reporter","Second Division","General Assemblies Staff",1896,1923,8,30,NA,NA,NA,"English",4
"251",12199,9639,"Isambard Carlyle  Perrott",0,"Verbatim Reporter","Second Division","General Assemblies Staff",1896,1925,9,6,NA,NA,NA,"English",4
"252",12200,9639,"Isambard Carlyle  Perrott",0,"Verbatim Reporter","Second Division","General Assemblies Staff",1896,1926,3,7,NA,NA,NA,"English",4
"253",12215,9601,"Thomas Paterson",0,"Head of Section","First Division","Translation",1877,1937,10,7,NA,NA,NA,"English",9
"254",12228,9608,"Samuel Peclard",0,"Clerk","Second Division","Distribution of Documents",NA,1922,9,1,NA,NA,NA,"French",4
"255",12229,9609,"Thérèse Peclard",1,"Clerk","Second Division","Distribution of Documents",NA,1922,9,1,NA,NA,NA,"French",4
"256",12240,10505,"Ivy Townsend",1,"Duplicating Operator","Second Division","General Assemblies Staff",1903,1924,8,18,NA,NA,NA,"English",3
"257",12243,9614,"Tatiana de Peganow",1,"Senior Assistant","First Division","Registry",1900,1927,1,4,129,8,31,"Lithuanian",6
"258",12251,9616,"Giuseppe Pellati",0,"Messenger","Second Division","Distribution of Documents",NA,1923,9,1,NA,NA,NA,"",3
"259",12259,9621,"G. Pennell",1,"Typist","Second Division","Duplicating & Multigraph Service",NA,1920,10,19,NA,NA,NA,"English",4
"260",12268,10283,"Jean Smith",1,"Stenographer","Second Division","Pool",NA,1922,8,25,NA,NA,NA,"English",4
"261",12276,9470,"Joan Neville",1,"Shorthand Typist","Second Division","General Assemblies Staff",1892,1922,8,7,NA,NA,NA,"English",4
"262",12277,9634,"Julia Perrier",1,"Telephonist","Third Division","Economic Conference",1900,1927,5,4,NA,NA,NA,"Swiss",2
"263",12279,10789,"Jocelyn May Woollcombe",1,"Stenographer","Second Division","Pool",1898,1925,9,7,NA,NA,NA,"English",4
"264",12285,9471,"John Benjamin Nevill",0,"Translator","First Division","General Assemblies Staff",1895,1925,7,27,NA,NA,NA,"English",7
"265",12286,9639,"Isambard Carlyle  Perrott",0,"Verbatim Reporter","Second Division","International Financial Conference",1896,1920,9,21,NA,NA,NA,"English",4
"266",12287,9639,"Isambard Carlyle  Perrott",0,"Verbatim Reporter","Second Division","Council",1896,1921,10,8,NA,NA,NA,"English",4
"267",12290,9639,"Isambard Carlyle  Perrott",0,"Verbatim Reporter","Second Division","Military, Naval & Air Commission Assembly",1896,1924,8,28,NA,NA,NA,"English",4
"268",12291,9639,"Isambard Carlyle  Perrott",0,"Verbatim Reporter","Second Division","Commission of the Enquiry into Traffic of Women & Children in the East",1896,1924,10,4,NA,NA,NA,"English",4
"269",12292,9639,"Isambard Carlyle  Perrott",0,"Verbatim Reporter","Second Division","Opium Conference",1896,1924,11,2,NA,NA,NA,"English",4
"270",12293,9639,"Isambard Carlyle  Perrott",0,"Verbatim Reporter","Second Division","Opium Conference",1896,1925,11,1,NA,NA,NA,"English",4
"271",12295,11483,"Josephine M. T. Rodgers née Regan",1,"Stenographer","Second Division","Pool",1897,1922,8,28,NA,NA,NA,"English",4
"272",12298,9639,"Isambard Carlyle  Perrott",0,"Verbatim Reporter","Second Division","Disarmement Conference",1896,1926,6,25,NA,NA,NA,"English",4
"273",12299,9639,"Isambard Carlyle  Perrott",0,"Verbatim Reporter","Second Division","Economic Conference",1896,1927,5,3,NA,NA,NA,"English",4
"274",12333,9643,"Constance  Pesson",1,"Telephone Operator","Third Division","International Labour Organisation Conference ",1890,1939,6,8,NA,NA,NA,"Swiss",1
"275",12334,9657,"Kathleen A. Phelan",1,"Shorthand Typist","Second Division","Pool",NA,1922,8,15,NA,NA,NA,"English",4
"276",12335,9657,"Kathleen A. Phelan",1,"Shorthand Typist","Second Division","Pool",NA,1923,8,13,NA,NA,NA,"English",4
"277",12338,12199,"Kathleen Mary Barhan",1,"Shorthand Typist","Second Division","General Assemblies Staff",1907,1930,9,10,NA,NA,NA,"English",4
"278",12345,11386,"Kathleen Mary Rix",1,"Stenographer","Second Division","Pool",1887,1924,9,6,NA,NA,NA,"English",4
"279",12350,11386,"Kathleen Mary Rix",1,"Stenographer","Second Division","Pool",1887,1926,4,26,NA,NA,NA,"English",4
"280",12362,9660,"Georges  Philippin",0,"Messenger-Cyclist","Third Division","Auxiliary Staff",1903,925,11,22,1925,12,31,"Swiss",1
"281",12365,9345,"Kathleen Millard",1,"Copyist","Second Division","Pool",NA,1922,8,15,NA,NA,NA,"English",2
"282",12375,9832,"Kathleen Violet Dawson",1,"Copyist","Second Division","General Assemblies Staff",1895,1928,9,3,NA,NA,NA,"English",2
"283",12379,9670,"Captain Walter Peirce",0,"Interpreter","First Division","Labour Conference At Washington",NA,1919,10,1,NA,NA,NA,"US-American",7
"284",12416,9705,"Leonard Tom Hamblen",0,"Secretary","First Division","Health Section",1883,1925,6,20,8,31,NA,"English",6
"285",12447,9720,"Hilda Mary Kershaw née Ruegg",1,"Secretary-Shorthand-Typist","Second Division","Distribution of Documents",1895,1920,11,1,NA,NA,NA,"Australian",4
"286",12456,9726,"Constantin Kilcher",0,"Messenger","Second Division","Distribution of Documents",1901,1925,8,31,NA,NA,NA,"Swiss",3
"287",12459,8553,"Lucy Faulkner",1,"Stenographer","Second Division","Pool",1906,1925,9,7,NA,NA,NA,"English",4
"288",12460,8936,"Lucy Mclewin",1,"Stenographer","Second Division","Pool",NA,1921,9,4,NA,NA,NA,"English",4
"289",12464,11223,"Mabel Rhodes",1,"Shorthand Typist","Second Division","Pool",NA,1919,8,11,NA,NA,NA,"English",4
"290",12473,11468,"Margaret Ida Robertson",1,"English Translating Service","First Division","Pool",1878,1924,9,1,NA,NA,NA,"English",7
"291",12485,9462,"Margaret Stoddart Nelson née Brown",1,"Shorthand Typist","Second Division","Pool",1905,1931,1,1,NA,NA,NA,"English",4
"292",12493,9323,"Marguerite Michell",1,"Stenographer","Second Division","Pool",1894,1924,8,31,NA,NA,NA,"English",4
"293",12501,9938,"Marian Edith Doidge",1,"Shorthand Typist","Second Division","Pool",1892,1920,10,11,NA,NA,NA,"English",4
"294",12514,10427,"Marianne Sutherland",1,"Stenographer","Second Division","Pool",1898,1926,8,2,NA,NA,NA,"English",4
"295",12518,9764,"Ida Pittet",1,"Messenger","Second Division","Duplicating & Multigraph Service",1907,1926,9,1,NA,NA,NA,"Swiss",3
"296",12519,9915,"Marjorie Kate Forsyth Dickson",1,"Stenographer","Second Division","General Assemblies Staff",1899,1926,9,6,NA,NA,NA,"English",4
"297",12529,9772,"Rachel Plantaz",1,"Messenger","Second Division","Duplicating & Multigraph Service",NA,1923,9,10,NA,NA,NA,"",3
"298",12535,9671,"Mary Diana Pigott",1,"Typist","Second Division","General Assemblies Staff",NA,1922,8,28,NA,NA,NA,"English",4
"299",12538,10236,"Mary Faulkner Sharps",1,"Translator","First Division","General Assemblies Staff",1881,1925,8,31,NA,NA,NA,"English",7
"300",12542,10135,"Mary Irvine Saunders-Wilks",1,"Stenographer","Second Division","Pool",1892,1925,9,7,NA,NA,NA,"English",4
"301",12553,13807,"May Brawn",1,"Shorthand Typist","Second Division","Pool",1889,1924,9,1,NA,NA,NA,"English",4
"302",12554,9932,"May Dobell",1,"Shorthand Typist","Second Division","General Assemblies Staff",1890,1926,3,8,NA,NA,NA,"English",4
"303",12586,9795,"Madeleine Poncioni",1,"Messenger","Second Division","Duplicating & Multigraph Service",1904,1924,8,18,NA,NA,NA,"Swiss",3
"304",12603,9801,"Elwin Clifford  Pope",0,"Verbatim Reporter","Second Division","Economic Conference",1885,1927,5,3,NA,NA,NA,"English",4
"305",12607,9801,"Elwin Clifford  Pope",0,"Verbatim Reporter","Second Division","Conference on Counterfeiting Currency",1885,1929,4,15,NA,NA,NA,"English",4
"306",12609,9801,"Elwin Clifford  Pope",0,"Verbatim Reporter","Second Division","Conference for the Codification of International Law",1885,1930,3,13,NA,NA,NA,"English",4
"307",12631,9812,"Anita Pozzi",1,"Messenger","Second Division","Duplicating & Multigraph Service",1903,1923,9,3,NA,NA,NA,"Italian",3
"308",12643,8712,"Muriel Beatrice George",1,"Stenographer","Second Division","General Assemblies Staff",1897,1924,4,20,NA,NA,NA,"English",4
"309",12655,9824,"Ernest  Pronier",0,"Clerk","Second Division","Distribution of Documents",1890,1925,9,5,NA,NA,NA,"Swiss",4
"310",12669,9832,"Kathleen Violet Dawson",1,"Copyist","Second Division","Economic Conference",1895,1927,4,6,NA,NA,NA,"English",2
"311",12688,9838,"Léon Debaud",0,"Messenger","Second Division","Auxiliary Staff",1902,1930,1,13,193,1,16,"French",3
"312",12704,9843,"Jean Claudius Degiorgis",0,"Messenger","Second Division","European Conference on Road Traffic",1908,131,3,16,1931,3,3,"Swiss",3
"313",12705,9844,"Laure Dehanne née Robert",1,"Duplicator Operator","Second Division","Duplicating & Multigraph Service",1899,1920,11,11,NA,NA,NA,"Swiss",3
"314",12717,9849,"Marie Delabays",1,"Cleaner","Third Division","Auxiliary Staff",1890,1921,4,5,NA,NA,NA,"Swiss",1
"315",12719,9850,"Elisabeth Delannoy",1,"Duplicating Operator","Second Division","Paris Office",1890,1931,2,23,NA,NA,NA,"French",3
"316",12720,9850,"Elisabeth Delannoy",1,"Member of Section","First Division","Economic and Financial Section",1890,1931,7,6,NA,NA,NA,"French",8
"317",12721,10507,"Norah Stuart Traill",1,"Shorthand Typist","Second Division","Pool",1892,1920,10,27,NA,NA,NA,"English",4
"318",12722,9852,"Geneviève Delaune-Laverrière",1,"Secretary Shorthand-Typist","Second Division","Washington Labour Conference",NA,1919,10,NA,NA,NA,NA,"French",4
"319",12727,10507,"Norah Stuart Traill",1,"Shorthand Typist","Second Division","Pool",1892,1921,9,3,NA,NA,NA,"English",4
"320",12729,9856,"Dido Cecilia Agatha Delbeek",1,"Messenger","Second Division","Conference for the Codification of International Law",1896,1930,3,18,NA,NA,NA,"Dutch",3
"321",12730,10507,"Norah Stuart Traill",1,"Shorthand Typist","Second Division","Pool",1892,1922,8,28,NA,NA,NA,"English",4
"322",12738,9862,"Lucien Delieutraz",0,"Lon Corrector","Second Division","Printing & Publishing Department",1871,125,5,29,1925,6,9,"Swiss",3
"323",12742,10718,"Norah Wightman",1,"Shorthand Typist","Second Division","Pool",1897,1923,8,13,NA,NA,NA,"English",4
"324",12752,9872,"Georges Léon César Demolon",0,"Translator","First Division","Translation",1886,NA,NA,NA,1946,4,17,"French",7
"325",12756,9876,"Geoffrey Pomeroy  Dennis",0,"Chief Translator","First Division","Translation",1892,1920,4,15,131,10,15,"English",9
"326",12767,9880,"Lucien Derabours",0,"Messenger","Second Division","Economic Conference",NA,1927,5,9,NA,NA,NA,"",3
"327",12772,9883,"J. Kohler",0,"Driver","Third Division","Auxiliary Staff",1902,1925,9,7,NA,NA,NA,"Swiss",1
"328",12778,9888,"Oda Kordon",1,"Stenographer","Second Division","Social Questions and Opium Traffic Section",1900,1922,3,20,NA,NA,NA,"Yugoslav",4
"329",12792,9898,"Alphonse Descombes",0,"Translator","First Division","Economic Conference",1883,1927,5,2,NA,NA,NA,"English",7
"330",12802,9622,"Raoul Perdreau",0,"Translator","First Division","General Assemblies Staff",1885,1922,2,28,NA,NA,NA,"English",7
"331",12803,9906,"Georges Detot",0,"Shorthand Précis Writer","Second Division","Council",1879,1921,10,6,NA,NA,NA,"French",7
"332",12804,9906,"Georges Detot",0,"Shorthand Précis Writer","Second Division","Council",1879,1922,5,11,NA,NA,NA,"French",7
"333",12806,11389,"Roberds",1,"Stenographer","Second Division","Pool",NA,NA,NA,NA,NA,NA,NA,"English",4
"334",12813,9909,"Augusta Deurin",1,"Cleaner","Third Division","Auxiliary Staff",1889,1921,5,12,NA,NA,NA,"Swiss",1
"335",12815,11063,"Susie Reader",1,"Stenographer","Second Division","Pool",1880,1925,9,7,NA,NA,NA,"English",4
"336",12832,10476,"Una Gauntlett Thomas",1,"Shorthand Typist","Second Division","Pool",1885,1920,10,27,NA,NA,NA,"English",4
"337",12833,9917,"M. Didelot",1,"Secretary Shorthand-Typist","Second Division","London Office",NA,1919,7,24,NA,NA,NA,"French",4
"338",12842,10476,"Una Gauntlett Thomas",1,"Shorthand Typist","Second Division","Pool",1885,1922,7,10,NA,NA,NA,"English",4
"339",12843,9926,"E. Divorne",1,"Messenger","Second Division","Duplicating & Multigraph Service",NA,1923,9,3,NA,NA,NA,"",3
"340",12855,9931,"Henry Dobell",0,"Verbatim Reporter","Second Division","Opium Conference",1875,1924,12,7,NA,NA,NA,"English",4
"341",12856,9931,"Henry Dobell",0,"Verbatim Reporter","Second Division","Opium Conference",1875,1925,2,8,NA,NA,NA,"English",4
"342",12857,9931,"Henry Dobell",0,"Verbatim Reporter","Second Division","Conference on the Control of the International Trade in Arms, Munitions & Implements of War",1875,1925,3,10,NA,NA,NA,"English",4
"343",12860,9931,"Henry Dobell",0,"Verbatim Reporter","Second Division","Economic Conference",1875,1927,5,8,NA,NA,NA,"English",4
"344",12868,9936,"Liny Doebeli",1,"Cook","Third Division","Auxiliary Staff",1891,1921,1,16,NA,NA,NA,"Swiss",1
"345",12871,8570,"Violet Gladys Fernley",1,"Stenographer","Second Division","Pool",1894,1924,9,1,NA,NA,NA,"English",4
"346",12878,9942,"Felicita Donzelli",1,"Translator","First Division","Economic Conference",1879,1927,4,4,NA,NA,NA,"Italian",7
"347",12886,9944,"Yvonne Dottrens",1,"Lector","Second Division","Publications Service",1898,NA,NA,NA,1926,3,7,"Swiss",4
"348",12888,9944,"Yvonne Dottrens",1,"Copyist","Second Division","International Passport Conference",1898,1926,5,12,NA,NA,NA,"Swiss",2
"349",12889,9944,"Yvonne Dottrens",1,"Copyist","Second Division","Disarmement Conference",1898,1926,5,19,NA,NA,NA,"Swiss",2
"350",12890,9944,"Yvonne Dottrens",1,"Copyist","Second Division","Disarmement Conference",1898,1926,6,22,NA,NA,NA,"Swiss",2
"351",12902,9951,"Rodolphe Drexler",0,"Roneo Operator","Second Division","Information Section",1890,1924,9,2,NA,NA,NA,"Swiss",2
"352",12921,9967,"Héléne Marie Ducret-Dépraz",1,"Messenger","Second Division","Duplicating & Multigraph Service",1908,1926,9,6,NA,NA,NA,"Swiss",3
"353",12933,11473,"Winifred R. Robinson",1,"Shorthand Typist","Second Division","Pool",NA,1919,12,23,NA,NA,NA,"English",4
"354",12950,9978,"Jean Duhamel",0,"Translator","First Division","International Financial Conference",NA,1920,9,23,NA,NA,NA,"French",7
"355",12955,10554,"Adrien Paul Vaudequin",0,"Verbatim Reporter","Second Division","General Assemblies Staff",1890,1923,8,30,NA,NA,NA,"French",4
"356",12961,10554,"Adrien Paul Vaudequin",0,"Verbatim Reporter","Second Division","General Assemblies Staff",1890,1926,8,29,NA,NA,NA,"French",4
"357",12962,10554,"Adrien Paul Vaudequin",0,"Verbatim Reporter","Second Division","General Assemblies Staff",1890,1924,4,17,NA,NA,NA,"French",4
"358",12968,9239,"Alice Camus",1,"Shorthand Typist","Second Division","General Assemblies Staff",1895,1926,3,8,NA,NA,NA,"French",4
"359",12975,10568,"Alice Vergnangeal",1,"Shorthand Typist","Second Division","Pool",NA,1921,9,2,NA,NA,NA,"French",4
"360",12995,10001,"B. Durel",1,"Lon Duplicator","Second Division","Duplicating & Multigraph Service",NA,1923,9,1,NA,NA,NA,"",2
"361",13002,8842,"Andrée Emilie Grimpez",1,"Shorthand Typist","Second Division","General Assemblies Staff",1902,1926,3,8,NA,NA,NA,"French",4
"362",13004,10628,"Andrée Hélène Walters née Charlot",1,"Shorthand Typist","Second Division","Pool",1894,1926,9,6,NA,NA,NA,"French",4
"363",13006,10007,"Candido Sabini",0,"Secretary","First Division","Under Secretary-Generals' in charge of Internal Administration Office",1870,1924,8,24,NA,NA,NA,"Italian",6
"364",13010,8632,"Andrée Jeanne Fournier",1,"Typewriter Mechanic","Second Division","Pool",NA,1922,8,28,NA,NA,NA,"French",1
"365",13016,10011,"Michael Sadler",0,"Assistant","Second Division","Economic and Financial Section",NA,1920,11,10,NA,NA,NA,"English",4
"366",13017,10012,"Raymond Sadoine",0,"Translator","First Division","International Financial Conference",NA,NA,NA,NA,NA,NA,NA,"",7
"367",13027,10017,"Louis Marino Salafa",0,"Verbatim Reporter","Second Division","Conference for the Codification of International Law",1882,1930,3,12,NA,NA,NA,"French",4
"368",13075,9894,"Auguste  Desclos",0,"Translator","First Division","General Assemblies Staff",1876,1921,8,22,NA,NA,NA,"French",7
"369",13079,9894,"Auguste  Desclos",0,"Translator","First Division","General Assemblies Staff",1876,1924,8,28,NA,NA,NA,"French",7
"370",13109,10065,"Marcelle Germaine Elie",1,"Duplicator Operator","Second Division","Auxiliary Staff",1902,1920,11,15,NA,NA,NA,"French",3
"371",13135,10080,"G. R. Jaeger",0,"Member","Member","London Office",1903,NA,NA,NA,NA,NA,NA,"English",8
"372",13143,10083,"Fernande Elisabeth Anne Janssens",1,"Stenographer","Second Division","Political Section",1886,1921,1,1,NA,NA,NA,"",4
"373",13149,9375,"Charles de la Morandiere",0,"Verbatim Reporter","Second Division","General Assemblies Staff",1887,1922,9,18,NA,NA,NA,"French",4
"374",13150,9375,"Charles de la Morandiere",0,"Verbatim Reporter","Second Division","General Assemblies Staff",1887,1923,9,16,NA,NA,NA,"French",4
"375",13152,9375,"Charles de la Morandiere",0,"Verbatim Reporter","Second Division","General Assemblies Staff",1887,1924,9,14,NA,NA,NA,"French",4
"376",13156,9375,"Charles de la Morandiere",0,"Verbatim Reporter","Second Division","General Assemblies Staff",1887,1925,9,20,NA,NA,NA,"French",4
"377",13157,10092,"Muriel Sordes Ellis",1,"Copyist","Second Division","Personnel Office",1900,27,2,14,1928,12,31,"English",2
"378",13177,10102,"L. Kuhn",0,"Motorcyclist","Third Division","Auxiliary Staff",NA,1923,9,3,NA,NA,NA,"",1
"379",13217,9892,"Desbouts",1,"Shorthand Typist","Second Division","General Assemblies Staff",NA,1920,10,27,NA,NA,NA,"French",4
"380",13220,10123,"Oswald Kuratle",0,"Messenger","Second Division","Auxiliary Staff",1900,1925,6,8,NA,NA,NA,"Swiss",3
"381",13231,11083,"E. Redde",0,"Verbatim Reporter","Second Division","Pool",NA,1922,9,24,NA,NA,NA,"French",4
"382",13232,11083,"E. Redde",0,"Verbatim Reporter","Second Division","Pool",NA,1925,6,8,NA,NA,NA,"French",4
"383",13259,10140,"Pierre Sauvageot",0,"Précis Writer","First Division","Economic and Financial Section",1894,1924,10,20,NA,NA,NA,"French",7
"384",13266,10147,"Auguste Savoja",0,"Messenger","Second Division","Distribution of Documents",1900,1926,9,8,NA,NA,NA,"Swiss",3
"385",13269,10149,"Miralda Savoy",1,"Messenger","Second Division","Duplicating & Multigraph Service",1908,1925,9,7,NA,NA,NA,"Swiss",3
"386",13270,10149,"Miralda Savoy",1,"Messenger","Second Division","Duplicating & Multigraph Service",1908,1926,3,8,NA,NA,NA,"Swiss",3
"387",13274,10151,"R. L.  Sayer",1,"Typist","Second Division","Duplicating & Multigraph Service",NA,1920,10,15,NA,NA,NA,"",4
"388",13286,11746,"Dorothy Bolwell",1,"Shorthand Typist","Second Division","Duplicating & Multigraph Service",NA,1920,1,15,NA,NA,NA,"English",4
"389",13288,9797,"Emile Albert Pons",0,"Précis Writer","First Division","General Assemblies Staff",1885,1924,8,27,NA,NA,NA,"French",7
"390",13291,9797,"Emile Albert Pons",0,"Précis Writer","First Division","General Assemblies Staff",1885,1925,8,31,NA,NA,NA,"French",7
"391",13298,10162,"Gottlieb Schlappi",0,"Messenger","Second Division","Auxiliary Staff",1884,1928,8,27,9,29,NA,"Swiss",3
"392",13304,10167,"Henriette Schlienger",1,"Copyist","Second Division","Duplicating & Multigraph Service",NA,1922,8,28,NA,NA,NA,"",2
"393",13331,10183,"Fred Emile Jean Schondelmayer",0,"Copyist","Second Division","Duplicating & Multigraph Service",1897,1922,8,28,NA,NA,NA,"Swiss",2
"394",13332,10183,"Fred Emile Jean Schondelmayer",0,"Copyist","Second Division","Duplicating & Multigraph Service",1897,1923,8,27,NA,NA,NA,"Swiss",2
"395",13333,10183,"Fred Emile Jean Schondelmayer",0,"Copyist","Second Division","Duplicating & Multigraph Service",1897,1924,8,25,NA,NA,NA,"Swiss",2
"396",13337,8988,"Fernande Edmée Marquet",1,"Messenger","Second Division","General Assemblies Staff",1907,1925,9,2,NA,NA,NA,"French",3
"397",13343,10187,"Schroeder",1,"Member of Section","First Division","Distribution of Documents",NA,NA,NA,NA,1921,2,22,"",8
"398",13345,10188,"Kossia Schroeder",0,"Messenger","Second Division","Distribution of Documents",1907,1925,1,12,NA,NA,NA,"Finish",3
"399",13349,10192,"Johanna Jacoba Theodora Schuurmans",1,"Messenger","Second Division","Conference for the Codification of International Law",1910,1930,3,17,NA,NA,NA,"Dutch",3
"400",13380,9380,"G. Morell",1,"Typist","Second Division","Pool",NA,1921,9,3,NA,NA,NA,"French",4
"401",13397,10218,"Jane Seiler",1,"Roneo Operator","Second Division","Duplicating & Multigraph Service",NA,1923,7,2,NA,NA,NA,"",2
"402",13407,10546,"Gabrielle Vareillas",1,"Shorthand Typist","Second Division","Pool",NA,1926,3,8,NA,NA,NA,"French",4
